CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/18/2022,15:00,,,40.69942,-73.86878,"(40.69942, -73.86878)",JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4520578,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,17:40,BROOKLYN,11249,40.71635,-73.95982,"(40.71635, -73.95982)",,,134       NORTH 4 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520233,Sedan,E-Bike,,,
04/18/2022,22:44,BROOKLYN,11235,40.585888,-73.944,"(40.585888, -73.944)",,,4766      BEDFORD AVENUE,0,0,0,0,0,0,0,0,,,,,,4520429,Pick-up Truck,Sedan,,,
04/18/2022,11:45,,,0,0,"(0.0, 0.0)",,,2375      RICHMOND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4520211,Sedan,,,,
04/18/2022,12:05,,,40.5953,-74.11038,"(40.5953, -74.11038)",TODT HILL ROAD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520158,Sedan,Sedan,,,
04/18/2022,16:45,,,40.84467,-73.885666,"(40.84467, -73.885666)",EAST 179 STREET,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unsafe Speed,,,,4520242,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,10:58,BRONX,10455,40.813095,-73.89827,"(40.813095, -73.89827)",BRUCKNER BOULEVARD,LEGGETT AVENUE,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,,,,4520354,Sedan,Sedan,,,
04/18/2022,23:25,,,40.888958,-73.86593,"(40.888958, -73.86593)",BRONX RIVER PARKWAY,,,2,0,0,0,0,0,2,0,Pavement Slippery,Pavement Slippery,Unsafe Speed,,,4520389,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
04/18/2022,1:00,QUEENS,11420,40.67236,-73.82032,"(40.67236, -73.82032)",LEFFERTS BOULEVARD,133 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4519774,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,22:47,MANHATTAN,10028,40.77592,-73.95317,"(40.77592, -73.95317)",2 AVENUE,EAST 83 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4520186,Bike,,,,
04/18/2022,6:40,BROOKLYN,11208,40.681084,-73.88304,"(40.681084, -73.88304)",ARLINGTON AVENUE,ESSEX STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520084,Sedan,Sedan,,,
04/18/2022,19:45,,,40.749844,-73.883385,"(40.749844, -73.883385)",37 AVENUE,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4520579,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,23:19,QUEENS,11377,40.75321,-73.90783,"(40.75321, -73.90783)",,,51-23     NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Pavement Defective,,,,,4520262,Sedan,,,,
04/18/2022,17:03,,,40.856037,-73.83284,"(40.856037, -73.83284)",PELHAM PARKWAY,HUTCHINSON RIVER PARKWAY,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4520307,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,23:11,BRONX,10467,40.858482,-73.86656,"(40.858482, -73.86656)",,,2230      CRUGER AVENUE,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4520563,Sedan,Sedan,,,
04/18/2022,0:00,MANHATTAN,10013,40.719902,-74.00261,"(40.719902, -74.00261)",CANAL STREET,MERCER STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4520450,Box Truck,Sedan,,,
04/18/2022,15:58,,,40.783268,-73.82485,"(40.783268, -73.82485)",WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4520129,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,6:00,BROOKLYN,11236,40.645874,-73.892845,"(40.645874, -73.892845)",AVENUE J,EAST 105 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,4520150,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,5:49,BROOKLYN,11230,40.624306,-73.95612,"(40.624306, -73.95612)",,,1553      OCEAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4520009,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
04/18/2022,15:12,,,40.761856,-73.96343,"(40.761856, -73.96343)",2 AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,4520471,Sedan,Flat Bed,,,
04/18/2022,21:17,MANHATTAN,10019,40.763737,-73.97583,"(40.763737, -73.97583)",,,60        WEST 57 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520217,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/18/2022,22:07,BROOKLYN,11221,40.694016,-73.93128,"(40.694016, -73.93128)",,,10        REID AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4520711,Sedan,,,,
04/18/2022,8:30,QUEENS,11101,40.742428,-73.956314,"(40.742428, -73.956314)",,,5-27      51 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520131,Pick-up Truck,,,,
04/18/2022,17:30,STATEN ISLAND,10305,40.59841,-74.08393,"(40.59841, -74.08393)",PARKINSON AVENUE,WINFIELD AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4520159,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/18/2022,7:05,BRONX,10472,40.82526,-73.878395,"(40.82526, -73.878395)",,,1070      ELDER AVENUE,1,0,0,0,0,0,1,0,View Obstructed/Limited,Unspecified,,,,4519967,Sedan,Sedan,,,
04/18/2022,14:03,BROOKLYN,11215,40.67641,-73.98047,"(40.67641, -73.98047)",5 AVENUE,UNION STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4520321,Station Wagon/Sport Utility Vehicle,E-Bike,,,
04/18/2022,8:16,QUEENS,11373,40.743153,-73.87763,"(40.743153, -73.87763)",,,87-29     WHITNEY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4520066,Pick-up Truck,,,,
04/18/2022,5:10,,,40.733425,-73.97447,"(40.733425, -73.97447)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4519919,Station Wagon/Sport Utility Vehicle,,,,
04/18/2022,12:00,BROOKLYN,11212,40.661995,-73.9196,"(40.661995, -73.9196)",EAST 98 STREET,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4520168,Station Wagon/Sport Utility Vehicle,Box Truck,,,
04/18/2022,16:30,BROOKLYN,11203,40.650642,-73.92161,"(40.650642, -73.92161)",SNYDER AVENUE,EAST 59 STREET,,1,0,0,0,0,0,1,0,Illnes,Unspecified,Unspecified,,,4520439,Van,Sedan,Sedan,,
04/18/2022,14:00,BROOKLYN,11201,40.699665,-73.979385,"(40.699665, -73.979385)",,,234       SANDS STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4520101,Station Wagon/Sport Utility Vehicle,Sedan,,,
